project_id,library_id,source,smiles,canonical_smiles,series,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds
PROT003,PROT003-PG00039,pregenerated,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(NC=O)c1,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(NC=O)c1,virtual,443.50,1.76,109.36,3,7,11
PROT003,PROT003-PG00040,pregenerated,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)cc1C,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)cc1C,virtual,365.43,3.35,74.59,1,5,5
PROT003,PROT003-PG00041,pregenerated,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CN)c2)ccc1N,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CN)c2)ccc1N,virtual,351.41,1.69,117.40,3,6,4
PROT003,PROT003-PG00042,pregenerated,O=COc1cc(CCO)ccc1CNC(=O)c1cccc(CO)n1,O=COc1cc(CCO)ccc1CNC(=O)c1cccc(CO)n1,virtual,330.34,0.57,108.75,3,6,8
PROT003,PROT003-PG00043,pregenerated,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1N,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1N,virtual,369.47,3.32,76.82,2,5,6
PROT003,PROT003-PG00044,pregenerated,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CO)c2)c(N)c1,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CO)c2)c(N)c1,virtual,386.45,1.31,123.07,4,7,7
PROT003,PROT003-PG00045,pregenerated,Nc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)cc1O,Nc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)cc1O,virtual,328.37,1.65,113.84,4,6,3
PROT003,PROT003-PG00046,pregenerated,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(OC)c1,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(OC)c1,virtual,452.47,4.24,60.03,1,5,8
PROT003,PROT003-PG00047,pregenerated,CCOc1cc(CCO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CCO)c1,CCOc1cc(CCO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CCO)c1,virtual,458.56,2.12,100.49,3,7,12
PROT003,PROT003-PG00048,pregenerated,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1CC,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1CC,virtual,366.51,4.46,41.57,1,3,6
PROT003,PROT003-PG00049,pregenerated,CNc1cc(O)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(F)c1,CNc1cc(O)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(F)c1,virtual,389.43,2.54,83.06,3,6,7
PROT003,PROT003-PG00050,pregenerated,Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C)c2)c(Cl)c1,Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C)c2)c(Cl)c1,virtual,388.90,3.92,50.80,1,4,6
PROT003,PROT003-PG00051,pregenerated,Cc1cc(CCO)ccc1CNC(=O)c1cccc(CN)n1,Cc1cc(CCO)ccc1CNC(=O)c1cccc(CN)n1,virtual,299.37,1.31,88.24,3,4,6
PROT003,PROT003-PG00052,pregenerated,NCc1ccc(CNC(=O)c2cccc(O)n2)c(NC=O)c1,NCc1ccc(CNC(=O)c2cccc(O)n2)c(NC=O)c1,virtual,300.32,0.74,117.34,4,5,6
PROT003,PROT003-PG00053,pregenerated,CNc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CCO)c1,CNc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CCO)c1,virtual,429.52,1.72,103.29,4,7,10
PROT003,PROT003-PG00054,pregenerated,N#Cc1cc(NC(=O)c2ccc(Cl)c(O)c2)ccc1N1CCOCC1,N#Cc1cc(NC(=O)c2ccc(Cl)c(O)c2)ccc1N1CCOCC1,virtual,357.80,3.01,85.59,2,5,3
PROT003,PROT003-PG00055,pregenerated,CCc1ccc(CNC(=O)c2cccc(CN)n2)c(Br)c1,CCc1ccc(CNC(=O)c2cccc(CN)n2)c(Br)c1,virtual,348.24,2.80,68.01,2,3,5
PROT003,PROT003-PG00056,pregenerated,NCc1ccc(CNC(=O)c2cccc(N)n2)c(NC=O)c1,NCc1ccc(CNC(=O)c2cccc(N)n2)c(NC=O)c1,virtual,299.33,0.62,123.13,4,5,6
PROT003,PROT003-PG00057,pregenerated,COc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(OC)c1,COc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(OC)c1,virtual,404.44,2.81,69.26,1,6,8
PROT003,PROT003-PG00058,pregenerated,O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1ccc(Br)c(Cl)c1,O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1ccc(Br)c(Cl)c1,virtual,413.67,4.33,41.57,1,3,3
PROT003,PROT003-PG00059,pregenerated,CCc1cc(Cl)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(O)c1,CCc1cc(Cl)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(O)c1,virtual,404.89,3.57,71.03,2,5,7
PROT003,PROT003-PG00060,pregenerated,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(NC=O)c1,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(NC=O)c1,virtual,441.53,2.32,100.13,3,6,11
PROT003,PROT003-PG00061,pregenerated,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C(F)(F)F)c2)c(Br)c1,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C(F)(F)F)c2)c(Br)c1,virtual,498.30,4.30,74.59,1,5,6
PROT003,PROT003-PG00062,pregenerated,CCOc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,CCOc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,virtual,428.53,3.10,80.26,2,6,10
PROT003,PROT003-PG00063,pregenerated,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)ccc1OC=O,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)ccc1OC=O,virtual,366.38,1.76,117.68,2,7,5
PROT003,PROT003-PG00064,pregenerated,CCc1cccc(C(=O)NCc2ccc(CCO)cc2OC=O)n1,CCc1cccc(C(=O)NCc2ccc(CCO)cc2OC=O)n1,virtual,328.37,1.64,88.52,2,5,8
PROT003,PROT003-PG00065,pregenerated,COc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(F)c1,COc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(F)c1,virtual,392.40,2.94,60.03,1,5,7
PROT003,PROT003-PG00066,pregenerated,CCOc1cc(Cl)ccc1CNC(=O)c1cccc(CN)n1,CCOc1cc(Cl)ccc1CNC(=O)c1cccc(CN)n1,virtual,319.79,2.52,77.24,2,4,6
PROT003,PROT003-PG00067,pregenerated,Nc1ccc(CNC(=O)c2cccc(O)n2)c(Br)c1,Nc1ccc(CNC(=O)c2cccc(O)n2)c(Br)c1,virtual,322.16,2.06,88.24,3,4,3
PROT003,PROT003-PG00068,pregenerated,CCc1cccc(C(=O)NCc2ccc(C#N)cc2Br)n1,CCc1cccc(C(=O)NCc2ccc(C#N)cc2Br)n1,virtual,344.21,3.21,65.78,1,3,4
PROT003,PROT003-PG00069,pregenerated,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)ccc1OC=O,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)ccc1OC=O,virtual,376.37,2.05,115.45,1,7,5
PROT003,PROT003-PG00070,pregenerated,CCOc1cc(OC)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,CCOc1cc(OC)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,virtual,428.53,3.62,69.26,1,6,10
PROT003,PROT003-PG00071,pregenerated,O=CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)cc1CCO,O=CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)cc1CCO,virtual,399.45,1.37,111.13,4,6,8
PROT003,PROT003-PG00072,pregenerated,Nc1cccc(C(=O)NCc2ccc(Cl)cc2O)n1,Nc1cccc(C(=O)NCc2ccc(Cl)cc2O)n1,virtual,277.71,1.95,88.24,3,4,3
PROT003,PROT003-PG00073,pregenerated,O=CNc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,O=CNc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,virtual,505.42,4.26,79.90,2,5,8
PROT003,PROT003-PG00074,pregenerated,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CC)c2)c(Cl)c1,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CC)c2)c(Cl)c1,virtual,416.95,4.43,50.80,1,4,8
PROT003,PROT003-PG00075,pregenerated,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C(F)(F)F)c2)c(C)c1,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C(F)(F)F)c2)c(C)c1,virtual,436.47,4.54,50.80,1,4,7
PROT003,PROT003-PG00076,pregenerated,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CC)c1,virtual,450.50,4.79,50.80,1,4,8
PROT003,PROT003-PG00077,pregenerated,Cc1cc(N)ccc1CNC(=O)c1cccc(N)n1,Cc1cc(N)ccc1CNC(=O)c1cccc(N)n1,virtual,256.31,1.48,94.03,3,4,3
PROT003,PROT003-PG00078,pregenerated,O=C(Nc1ccc(N2CCOCC2)c(CCO)c1)c1ccc(S)c(F)c1,O=C(Nc1ccc(N2CCOCC2)c(CCO)c1)c1ccc(S)c(F)c1,virtual,376.45,2.74,61.80,3,5,5
PROT003,PROT003-PG00079,pregenerated,O=C(Nc1ccc(N2CCOCC2)c(CCO)c1)c1ccc(Br)c(C(F)(F)F)c1,O=C(Nc1ccc(N2CCOCC2)c(CCO)c1)c1ccc(Br)c(C(F)(F)F)c1,virtual,473.29,4.09,61.80,2,4,5
PROT003,PROT003-PG00080,pregenerated,CCc1ccc(CNC(=O)c2cccc(CC)n2)c(NC)c1,CCc1ccc(CNC(=O)c2cccc(CC)n2)c(NC)c1,virtual,297.40,3.18,54.02,2,3,6
PROT003,PROT003-PG00081,pregenerated,NCc1ccc(CNC(=O)c2cccc(O)n2)c(S)c1,NCc1ccc(CNC(=O)c2cccc(O)n2)c(S)c1,virtual,289.36,1.46,88.24,4,5,4
PROT003,PROT003-PG00082,pregenerated,COc1cc(C(=O)Nc2ccc(CO)cc2F)ccc1OCCN1CCOCC1,COc1cc(C(=O)Nc2ccc(CO)cc2F)ccc1OCCN1CCOCC1,virtual,404.44,2.29,80.26,2,6,8
PROT003,PROT003-PG00083,pregenerated,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1Cl,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1Cl,virtual,372.90,4.55,41.57,1,3,5
PROT003,PROT003-PG00084,pregenerated,CCOc1cc(C)ccc1CNC(=O)c1cccc(C)n1,CCOc1cc(C)ccc1CNC(=O)c1cccc(C)n1,virtual,284.36,3.03,51.22,1,3,5
PROT003,PROT003-PG00085,pregenerated,CNc1cc(OC)ccc1CNC(=O)c1cccc(CO)n1,CNc1cc(OC)ccc1CNC(=O)c1cccc(CO)n1,virtual,301.35,1.55,83.48,3,5,6
PROT003,PROT003-PG00086,pregenerated,Cc1cccc(C(=O)NCc2ccc(F)cc2Cl)n1,Cc1cccc(C(=O)NCc2ccc(F)cc2Cl)n1,virtual,278.71,3.11,41.99,1,2,3
PROT003,PROT003-PG00087,pregenerated,NCc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2S)ccc1OCCN1CCOCC1,NCc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2S)ccc1OCCN1CCOCC1,virtual,455.50,3.42,76.82,3,6,7
PROT003,PROT003-PG00088,pregenerated,O=C(Nc1ccc(C(F)(F)F)cc1Br)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,O=C(Nc1ccc(C(F)(F)F)cc1Br)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,virtual,541.29,5.45,50.80,1,4,6
PROT003,PROT003-PG00089,pregenerated,NCc1cccc(C(=O)NCc2ccc(F)cc2F)n1,NCc1cccc(C(=O)NCc2ccc(F)cc2F)n1,virtual,277.27,1.75,68.01,2,3,4
PROT003,PROT003-PG00090,pregenerated,O=COc1cc(CCO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,O=COc1cc(CCO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,virtual,482.46,2.74,97.33,2,7,10
PROT003,PROT003-PG00091,pregenerated,CCOc1cc(CCO)ccc1CNC(=O)c1cccc(CC)n1,CCOc1cc(CCO)ccc1CNC(=O)c1cccc(CC)n1,virtual,328.41,2.51,71.45,2,4,8
PROT003,PROT003-PG00092,pregenerated,Nc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2NC=O)ccc1OCCN1CCOCC1,Nc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2NC=O)ccc1OCCN1CCOCC1,virtual,452.43,2.82,105.92,3,6,8
PROT003,PROT003-PG00093,pregenerated,CNc1cc(N)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CO)c1,CNc1cc(N)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CO)c1,virtual,400.48,1.77,109.08,4,7,8
PROT003,PROT003-PG00094,pregenerated,CNc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CN)c1,CNc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CN)c1,virtual,452.48,3.17,88.85,3,6,8
PROT003,PROT003-PG00095,pregenerated,CCc1ccc(CNC(=O)c2cccc(CO)n2)c(CC)c1,CCc1ccc(CNC(=O)c2cccc(CO)n2)c(CC)c1,virtual,298.39,2.63,62.22,2,3,6
PROT003,PROT003-PG00096,pregenerated,COc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2S)ccc1OCCN1CCOCC1,COc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2S)ccc1OCCN1CCOCC1,virtual,456.49,3.97,60.03,2,6,7
PROT003,PROT003-PG00097,pregenerated,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)ccc1Cl,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)ccc1Cl,virtual,376.24,3.95,65.36,1,4,3
PROT003,PROT003-PG00098,pregenerated,COc1ccc(CNC(=O)c2cccc(C#N)n2)c(S)c1,COc1ccc(CNC(=O)c2cccc(C#N)n2)c(S)c1,virtual,299.35,2.18,75.01,2,5,4
PROT003,PROT003-PG00099,pregenerated,O=C(NCc1ccc(O)cc1Cl)c1cccc(C(F)(F)F)n1,O=C(NCc1ccc(O)cc1Cl)c1cccc(C(F)(F)F)n1,virtual,330.69,3.39,62.22,2,3,3
PROT003,PROT003-PG00100,pregenerated,O=COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C(F)(F)F)c2)cc1C(F)(F)F,O=COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C(F)(F)F)c2)cc1C(F)(F)F,virtual,462.35,4.35,67.87,1,5,5
PROT003,PROT003-PG00101,pregenerated,CCc1cc(C(=O)Nc2ccc(Cl)cc2Br)ccc1OCCN1CCOCC1,CCc1cc(C(=O)Nc2ccc(Cl)cc2Br)ccc1OCCN1CCOCC1,virtual,467.79,4.63,50.80,1,4,7
PROT003,PROT003-PG00102,pregenerated,Nc1cc(F)ccc1CNC(=O)c1cccc(C(F)(F)F)n1,Nc1cc(F)ccc1CNC(=O)c1cccc(C(F)(F)F)n1,virtual,313.25,2.75,68.01,2,3,3
PROT003,PROT003-PG00103,pregenerated,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c(Cl)c1,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c(Cl)c1,virtual,420.89,3.32,69.26,1,6,8
PROT003,PROT003-PG00104,pregenerated,NCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CN)c2)c(F)c1,NCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CN)c2)c(F)c1,virtual,402.47,1.71,102.84,3,6,8
PROT003,PROT003-PG00105,pregenerated,NCc1cc(C(=O)Nc2ccc(CO)cc2Br)ccc1OCCN1CCOCC1,NCc1cc(C(=O)Nc2ccc(CO)cc2Br)ccc1OCCN1CCOCC1,virtual,464.36,2.36,97.05,3,6,8
PROT003,PROT003-PG00106,pregenerated,CCc1cc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)ccc1N1CCOCC1,CCc1cc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)ccc1N1CCOCC1,virtual,392.42,4.67,41.57,1,3,4
