project_id,library_id,source,smiles,canonical_smiles,series,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds
GPCR002,GPCR002-PG00054,pregenerated,CCc1ccc(CCN(C)C)c(CO)c1N,CCc1ccc(CCN(C)C)c(CO)c1N,virtual,222.33,1.43,49.49,2,3,5
GPCR002,GPCR002-PG00055,pregenerated,CCc1cc(C(F)(F)F)ccc1CCN1CCCCC1,CCc1cc(C(F)(F)F)ccc1CCN1CCCCC1,virtual,285.35,4.30,3.24,0,1,4
GPCR002,GPCR002-PG00056,pregenerated,CN(C)CCc1ccc(N)c(C#N)c1Cl,CN(C)CCc1ccc(N)c(C#N)c1Cl,virtual,223.71,1.90,53.05,1,3,3
GPCR002,GPCR002-PG00057,pregenerated,O=C(NCc1ccc(Cl)cc1Br)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccc(Cl)cc1Br)c1ccc(C(F)(F)F)cc1,virtual,392.60,5.05,29.10,1,1,3
GPCR002,GPCR002-PG00058,pregenerated,O=C(NCc1ccc(CCO)cc1Br)c1ccc(CCO)cc1,O=C(NCc1ccc(CCO)cc1Br)c1ccc(CCO)cc1,virtual,378.27,2.45,69.56,3,3,7
GPCR002,GPCR002-PG00059,pregenerated,CCc1cc(F)ccc1CNC(=O)c1ccc(F)cc1,CCc1cc(F)ccc1CNC(=O)c1ccc(F)cc1,virtual,275.30,3.46,29.10,1,1,4
GPCR002,GPCR002-PG00060,pregenerated,CCc1c(Br)ccc(CCN(C)C)c1CCO,CCc1c(Br)ccc(CCN(C)C)c1CCO,virtual,300.24,2.65,23.47,1,2,6
GPCR002,GPCR002-PG00061,pregenerated,Cc1c(Cl)ccc(CCN(C)C)c1Cl,Cc1c(Cl)ccc(CCN(C)C)c1Cl,virtual,232.15,3.41,3.24,0,1,3
GPCR002,GPCR002-PG00062,pregenerated,CCc1ccc(C(=O)NCc2ccc(O)cc2C)cc1,CCc1ccc(C(=O)NCc2ccc(O)cc2C)cc1,virtual,269.34,3.19,49.33,2,2,4
GPCR002,GPCR002-PG00063,pregenerated,NN1CCN(CCc2ccc(Br)cc2F)CC1,NN1CCN(CCc2ccc(Br)cc2F)CC1,virtual,302.19,1.62,32.50,1,3,3
GPCR002,GPCR002-PG00064,pregenerated,O=C(NCc1ccc(C(F)(F)F)cc1Br)c1ccc(CCO)cc1,O=C(NCc1ccc(C(F)(F)F)cc1Br)c1ccc(CCO)cc1,virtual,402.21,3.93,49.33,2,2,5
GPCR002,GPCR002-PG00065,pregenerated,Fc1ccc(CCN2CCN(Cl)CC2)c(Cl)c1,Fc1ccc(CCN2CCN(Cl)CC2)c(Cl)c1,virtual,277.17,2.79,6.48,0,2,3
GPCR002,GPCR002-PG00066,pregenerated,CCOc1ccc(CCN2CCN(C(F)(F)F)CC2)c(CC)c1,CCOc1ccc(CCN2CCN(C(F)(F)F)CC2)c(CC)c1,virtual,330.39,3.33,15.71,0,3,6
GPCR002,GPCR002-PG00067,pregenerated,CCc1ccc(C(=O)NCc2ccc(CC)cc2Cl)cc1,CCc1ccc(C(=O)NCc2ccc(CC)cc2Cl)cc1,virtual,301.82,4.39,29.10,1,1,5
GPCR002,GPCR002-PG00068,pregenerated,Nc1ccc(CCN2CCN(N)CC2)c(F)c1,Nc1ccc(CCN2CCN(N)CC2)c(F)c1,virtual,238.31,0.44,58.52,2,4,3
GPCR002,GPCR002-PG00069,pregenerated,CN(C)CCc1ccc(N)c(CN)c1CO,CN(C)CCc1ccc(N)c(CN)c1CO,virtual,223.32,0.32,75.51,3,4,5
GPCR002,GPCR002-PG00070,pregenerated,N#Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2O)cc1,N#Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2O)cc1,virtual,320.27,3.21,73.12,2,3,3
GPCR002,GPCR002-PG00071,pregenerated,O=COc1ccc(CCN2CCN(CCO)CC2)c(CO)c1,O=COc1ccc(CCN2CCN(CCO)CC2)c(CO)c1,virtual,308.38,-0.13,73.24,2,6,8
GPCR002,GPCR002-PG00072,pregenerated,CN(C)CCc1ccc(O)c(CN)c1CO,CN(C)CCc1ccc(O)c(CN)c1CO,virtual,224.30,0.45,69.72,3,4,5
GPCR002,GPCR002-PG00073,pregenerated,Cc1ccc(CNC(=O)c2ccc(O)cc2)c(Br)c1,Cc1ccc(CNC(=O)c2ccc(O)cc2)c(Br)c1,virtual,320.19,3.39,49.33,2,2,3
GPCR002,GPCR002-PG00074,pregenerated,CN(C)CCc1ccc(NC=O)c(CCO)c1CO,CN(C)CCc1ccc(NC=O)c(CCO)c1CO,virtual,266.34,0.39,72.80,3,4,8
GPCR002,GPCR002-PG00075,pregenerated,COc1ccc(CCN(C)C)c(C)c1CO,COc1ccc(CCN(C)C)c(C)c1CO,virtual,223.32,1.60,32.70,1,3,5
GPCR002,GPCR002-PG00076,pregenerated,CN(C)CCc1ccc(F)c(F)c1N,CN(C)CCc1ccc(F)c(F)c1N,virtual,200.23,1.65,29.26,1,2,3
GPCR002,GPCR002-PG00077,pregenerated,COc1ccc(CCN2CCN(C(F)(F)F)CC2)c(OC)c1,COc1ccc(CCN2CCN(C(F)(F)F)CC2)c(OC)c1,virtual,318.34,2.38,24.94,0,4,5
GPCR002,GPCR002-PG00078,pregenerated,N#CN1CCN(CCc2ccc(Br)cc2O)CC1,N#CN1CCN(CCc2ccc(Br)cc2O)CC1,virtual,310.20,1.80,50.50,1,4,3
GPCR002,GPCR002-PG00079,pregenerated,COc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(Br)c1,COc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c(Br)c1,virtual,388.18,4.41,38.33,1,2,4
GPCR002,GPCR002-PG00080,pregenerated,N#Cc1ccc(C(=O)NCc2ccc(C#N)cc2NC=O)cc1,N#Cc1ccc(C(=O)NCc2ccc(C#N)cc2NC=O)cc1,virtual,304.31,1.93,105.78,2,4,5
GPCR002,GPCR002-PG00081,pregenerated,CN(C)CCc1ccc(Br)c(F)c1CN,CN(C)CCc1ccc(Br)c(F)c1CN,virtual,275.17,2.15,29.26,1,2,4
GPCR002,GPCR002-PG00082,pregenerated,CN1CCN(CCc2ccc(Cl)cc2N)CC1,CN1CCN(CCc2ccc(Cl)cc2N)CC1,virtual,253.78,1.71,32.50,1,3,3
GPCR002,GPCR002-PG00083,pregenerated,O=C(NCc1ccc(CCO)cc1Br)c1ccc(O)cc1,O=C(NCc1ccc(CCO)cc1Br)c1ccc(O)cc1,virtual,350.21,2.62,69.56,3,3,5
GPCR002,GPCR002-PG00084,pregenerated,CN(C)CCc1ccc(OC=O)c(C#N)c1O,CN(C)CCc1ccc(OC=O)c(C#N)c1O,virtual,234.25,0.90,73.56,1,5,5
GPCR002,GPCR002-PG00085,pregenerated,CN(C)CCc1ccc(O)c(N)c1C#N,CN(C)CCc1ccc(O)c(N)c1C#N,virtual,205.26,0.95,73.28,2,4,3
GPCR002,GPCR002-PG00086,pregenerated,Cc1ccc(CCN(C)C)c(Cl)c1N,Cc1ccc(CCN(C)C)c(Cl)c1N,virtual,212.72,2.33,29.26,1,2,3
GPCR002,GPCR002-PG00087,pregenerated,N#Cc1ccc(C(=O)NCc2ccc(C#N)cc2Cl)cc1,N#Cc1ccc(C(=O)NCc2ccc(C#N)cc2Cl)cc1,virtual,295.73,3.01,76.68,1,3,3
GPCR002,GPCR002-PG00088,pregenerated,Cc1ccc(OCCN2CCOCC2)c(CCO)c1,Cc1ccc(OCCN2CCOCC2)c(CCO)c1,virtual,265.35,1.24,41.93,1,4,6
GPCR002,GPCR002-PG00089,pregenerated,O=C(NCc1ccc(C(F)(F)F)cc1O)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccc(C(F)(F)F)cc1O)c1ccc(C(F)(F)F)cc1,virtual,363.26,4.36,49.33,2,2,3
GPCR002,GPCR002-PG00090,pregenerated,COc1ccc(CCN(C)C)c(C#N)c1F,COc1ccc(CCN(C)C)c(C#N)c1F,virtual,222.26,1.81,36.26,0,3,4
GPCR002,GPCR002-PG00091,pregenerated,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1CN,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1CN,virtual,325.17,3.03,29.26,1,2,4
GPCR002,GPCR002-PG00092,pregenerated,CCc1ccc(C(=O)NCc2ccc(CC)cc2CC)cc1,CCc1ccc(C(=O)NCc2ccc(CC)cc2CC)cc1,virtual,295.43,4.30,29.10,1,1,6
GPCR002,GPCR002-PG00093,pregenerated,O=CNc1cc(Cl)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,O=CNc1cc(Cl)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,virtual,356.73,3.86,58.20,2,2,5
GPCR002,GPCR002-PG00094,pregenerated,NCc1ccc(C(=O)NCc2ccc(CCO)cc2S)cc1,NCc1ccc(C(=O)NCc2ccc(CCO)cc2S)cc1,virtual,316.43,1.90,75.35,4,4,6
GPCR002,GPCR002-PG00095,pregenerated,N#Cc1ccc(CNC(=O)c2ccc(O)cc2)c(Br)c1,N#Cc1ccc(CNC(=O)c2ccc(O)cc2)c(Br)c1,virtual,331.17,2.96,73.12,2,3,3
GPCR002,GPCR002-PG00096,pregenerated,NCN1CCN(CCc2ccc(Br)cc2F)CC1,NCN1CCN(CCc2ccc(Br)cc2F)CC1,virtual,316.22,1.66,32.50,1,3,4
GPCR002,GPCR002-PG00097,pregenerated,N#CN1CCN(CCc2ccc(NC=O)cc2CCO)CC1,N#CN1CCN(CCc2ccc(NC=O)cc2CCO)CC1,virtual,302.38,0.43,79.60,2,5,7
GPCR002,GPCR002-PG00098,pregenerated,O=C(NCc1ccc(O)cc1S)c1ccc(O)cc1,O=C(NCc1ccc(O)cc1S)c1ccc(O)cc1,virtual,275.33,2.32,69.56,4,4,3
GPCR002,GPCR002-PG00099,pregenerated,N#Cc1cc(O)ccc1CCN1CCN(CCO)CC1,N#Cc1cc(O)ccc1CCN1CCN(CCO)CC1,virtual,275.35,0.42,70.73,2,5,5
GPCR002,GPCR002-PG00100,pregenerated,N#Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2Br)cc1,N#Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2Br)cc1,virtual,383.17,4.27,52.89,1,2,3
GPCR002,GPCR002-PG00101,pregenerated,CCOc1cc(Cl)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,CCOc1cc(Cl)ccc1CNC(=O)c1ccc(C(F)(F)F)cc1,virtual,357.76,4.69,38.33,1,2,5
GPCR002,GPCR002-PG00102,pregenerated,O=CNc1ccc(CCN2CCN(CO)CC2)c(C(F)(F)F)c1,O=CNc1ccc(CCN2CCN(CO)CC2)c(C(F)(F)F)c1,virtual,331.34,1.38,55.81,2,4,6
GPCR002,GPCR002-PG00103,pregenerated,CCOc1cc(CCO)ccc1CNC(=O)c1ccc(CC)cc1,CCOc1cc(CCO)ccc1CNC(=O)c1ccc(CC)cc1,virtual,327.42,3.11,58.56,2,3,8
GPCR002,GPCR002-PG00104,pregenerated,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1O,CN(C)CCc1ccc(Br)c(C(F)(F)F)c1O,virtual,312.13,3.28,23.47,1,2,3
GPCR002,GPCR002-PG00105,pregenerated,Nc1ccc(C(=O)NCc2ccc(N)cc2NC=O)cc1,Nc1ccc(C(=O)NCc2ccc(N)cc2NC=O)cc1,virtual,284.32,1.35,110.24,4,4,5
GPCR002,GPCR002-PG00106,pregenerated,CCc1c(CCN(C)C)ccc(F)c1CCO,CCc1c(CCN(C)C)ccc(F)c1CCO,virtual,239.33,2.03,23.47,1,2,6
GPCR002,GPCR002-PG00107,pregenerated,COc1cc(NC=O)ccc1CCN1CCN(CCO)CC1,COc1cc(NC=O)ccc1CCN1CCN(CCO)CC1,virtual,307.39,0.42,65.04,2,5,8
GPCR002,GPCR002-PG00108,pregenerated,N#Cc1ccc(CNC(=O)c2ccc(CN)cc2)c(NC=O)c1,N#Cc1ccc(CNC(=O)c2ccc(CN)cc2)c(NC=O)c1,virtual,308.34,1.52,108.01,3,4,6
GPCR002,GPCR002-PG00109,pregenerated,COc1cc(CCO)ccc1CNC(=O)c1ccc(N)cc1,COc1cc(CCO)ccc1CNC(=O)c1ccc(N)cc1,virtual,300.36,1.74,84.58,3,4,6
GPCR002,GPCR002-PG00110,pregenerated,CCc1ccc(CCN(C)C)c(C)c1CC,CCc1ccc(CCN(C)C)c(C)c1CC,virtual,219.37,3.22,3.24,0,1,5
GPCR002,GPCR002-PG00111,pregenerated,CCOc1ccc(CCN2CCN(CCO)CC2)c(CN)c1,CCOc1ccc(CCN2CCN(CCO)CC2)c(CN)c1,virtual,307.44,0.70,61.96,2,5,8
GPCR002,GPCR002-PG00112,pregenerated,NCc1ccc(C(=O)NCc2ccc(CCO)cc2OC=O)cc1,NCc1ccc(C(=O)NCc2ccc(CCO)cc2OC=O)cc1,virtual,328.37,1.15,101.65,3,5,8
GPCR002,GPCR002-PG00113,pregenerated,NCc1cc(NC=O)ccc1CCN1CCN(CN)CC1,NCc1cc(NC=O)ccc1CCN1CCN(CN)CC1,virtual,291.40,-0.21,87.62,3,5,7
GPCR002,GPCR002-PG00114,pregenerated,NN1CCN(CCc2ccc(F)cc2CO)CC1,NN1CCN(CCc2ccc(F)cc2CO)CC1,virtual,253.32,0.35,52.73,2,4,4
GPCR002,GPCR002-PG00115,pregenerated,Nc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2OC=O)cc1,Nc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2OC=O)cc1,virtual,338.29,2.75,81.42,2,4,5
GPCR002,GPCR002-PG00116,pregenerated,CCOc1cc(CCO)ccc1CNC(=O)c1ccc(CCO)cc1,CCOc1cc(CCO)ccc1CNC(=O)c1ccc(CCO)cc1,virtual,343.42,2.08,78.79,3,4,9
GPCR002,GPCR002-PG00117,pregenerated,CON1CCN(CCc2ccc(O)cc2Cl)CC1,CON1CCN(CCc2ccc(O)cc2Cl)CC1,virtual,270.76,1.77,35.94,1,4,4
GPCR002,GPCR002-PG00118,pregenerated,O=C(NCc1ccc(O)cc1F)c1ccc(Cl)cc1,O=C(NCc1ccc(O)cc1F)c1ccc(Cl)cc1,virtual,279.70,3.11,49.33,2,2,3
GPCR002,GPCR002-PG00119,pregenerated,Nc1cc(Br)ccc1CCN1CCN(C(F)(F)F)CC1,Nc1cc(Br)ccc1CCN1CCN(C(F)(F)F)CC1,virtual,352.20,2.71,32.50,1,3,3
GPCR002,GPCR002-PG00120,pregenerated,CCOc1ccc(CCN2CCN(CC)CC2)c(CO)c1,CCOc1ccc(CCN2CCN(CC)CC2)c(CO)c1,virtual,292.42,1.76,35.94,1,4,7
GPCR002,GPCR002-PG00121,pregenerated,N#CN1CCN(CCc2ccc(S)cc2N)CC1,N#CN1CCN(CCc2ccc(S)cc2N)CC1,virtual,262.38,1.20,56.29,2,5,3
GPCR002,GPCR002-PG00122,pregenerated,OCCN1CCN(CCc2ccc(Br)cc2O)CC1,OCCN1CCN(CCc2ccc(Br)cc2O)CC1,virtual,329.24,1.31,46.94,2,4,5
GPCR002,GPCR002-PG00123,pregenerated,O=C(NCc1ccc(O)cc1O)c1ccc(O)cc1,O=C(NCc1ccc(O)cc1O)c1ccc(O)cc1,virtual,259.26,1.73,89.79,4,4,3
GPCR002,GPCR002-PG00124,pregenerated,CCc1cc(O)ccc1CNC(=O)c1ccc(C#N)cc1,CCc1cc(O)ccc1CNC(=O)c1ccc(C#N)cc1,virtual,280.33,2.76,73.12,2,3,4
GPCR002,GPCR002-PG00125,pregenerated,O=C(NCc1ccc(Cl)cc1Cl)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccc(Cl)cc1Cl)c1ccc(C(F)(F)F)cc1,virtual,348.15,4.94,29.10,1,1,3
GPCR002,GPCR002-PG00126,pregenerated,CN(C)CCc1ccc(O)c(C#N)c1F,CN(C)CCc1ccc(O)c(C#N)c1F,virtual,208.24,1.51,47.26,1,3,3
