project_id,library_id,source,smiles,canonical_smiles,series,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds
KIN001,KIN001-PG00011,pregenerated,NN1CCN(CCc2ccc(Cl)cc2)CC1,NN1CCN(CCc2ccc(Cl)cc2)CC1,virtual,239.75,1.37,32.50,1,3,3
KIN001,KIN001-PG00012,pregenerated,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C)cc1,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C)cc1,virtual,293.29,4.57,29.10,1,1,2
KIN001,KIN001-PG00013,pregenerated,Oc1ccc(Nc2ncc(C(F)(F)F)cn2)c(Br)c1,Oc1ccc(Nc2ncc(C(F)(F)F)cn2)c(Br)c1,virtual,334.09,3.71,58.04,2,4,2
KIN001,KIN001-PG00014,pregenerated,CCc1ccc(NC(=O)c2ccc(OC=O)cc2)c(OC)c1,CCc1ccc(NC(=O)c2ccc(OC=O)cc2)c(OC)c1,virtual,299.33,3.05,64.63,1,4,6
KIN001,KIN001-PG00015,pregenerated,NCN1CCN(CCc2ccc(NC=O)cc2)CC1,NCN1CCN(CCc2ccc(NC=O)cc2)CC1,virtual,262.36,0.33,61.60,2,4,6
KIN001,KIN001-PG00016,pregenerated,O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Br)cc1,O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Br)cc1,virtual,412.13,5.74,29.10,1,1,2
KIN001,KIN001-PG00017,pregenerated,COc1ccc(C(=O)Nc2ccc(N)cc2CCO)cc1,COc1ccc(C(=O)Nc2ccc(N)cc2CCO)cc1,virtual,286.33,2.06,84.58,3,4,5
KIN001,KIN001-PG00018,pregenerated,CCOc1cc(CCO)ccc1C(=O)Nc1cccc(CCO)n1,CCOc1cc(CCO)ccc1C(=O)Nc1cccc(CCO)n1,virtual,330.38,1.80,91.68,3,5,8
KIN001,KIN001-PG00019,pregenerated,COc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(C#N)n1,COc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(C#N)n1,virtual,321.26,3.23,75.01,1,4,3
KIN001,KIN001-PG00020,pregenerated,CCc1cccc(NC(=O)c2ccc(C#N)cc2C)n1,CCc1cccc(NC(=O)c2ccc(C#N)cc2C)n1,virtual,265.32,3.08,65.78,1,3,3
KIN001,KIN001-PG00021,pregenerated,COc1cc(O)ccc1Nc1ncc(Cl)cn1,COc1cc(O)ccc1Nc1ncc(Cl)cn1,virtual,251.67,2.59,67.27,2,5,3
KIN001,KIN001-PG00022,pregenerated,CN1CCN(CCc2ccc(O)cc2)CC1,CN1CCN(CCc2ccc(O)cc2)CC1,virtual,220.32,1.18,26.71,1,3,3
KIN001,KIN001-PG00023,pregenerated,OCCc1ccc(Nc2ncc(Cl)cn2)c(Cl)c1,OCCc1ccc(Nc2ncc(Cl)cn2)c(Cl)c1,virtual,284.15,3.06,58.04,2,4,4
KIN001,KIN001-PG00024,pregenerated,OCc1cnc(Nc2ccc(S)cc2CO)nc1,OCc1cnc(Nc2ccc(S)cc2CO)nc1,virtual,263.32,1.49,78.27,4,6,4
KIN001,KIN001-PG00025,pregenerated,O=C(Nc1ccc(CCO)cc1CCO)c1ccc(S)cc1,O=C(Nc1ccc(CCO)cc1CCO)c1ccc(S)cc1,virtual,317.41,2.30,69.56,4,4,6
KIN001,KIN001-PG00026,pregenerated,CCc1ccc(C(=O)Nc2ccc(CC)cc2F)cc1,CCc1ccc(C(=O)Nc2ccc(CC)cc2F)cc1,virtual,271.33,4.20,29.10,1,1,4
KIN001,KIN001-PG00027,pregenerated,O=COc1ccc(C(=O)Nc2ccc(CCO)cc2C(F)(F)F)cc1,O=COc1ccc(C(=O)Nc2ccc(CCO)cc2C(F)(F)F)cc1,virtual,353.30,3.03,75.63,2,4,6
KIN001,KIN001-PG00028,pregenerated,O=COc1ccc(C(=O)Nc2ccc(CCO)cc2CO)cc1,O=COc1ccc(C(=O)Nc2ccc(CCO)cc2CO)cc1,virtual,315.33,1.50,95.86,3,5,7
KIN001,KIN001-PG00029,pregenerated,CCc1ccc(CCN2CCN(O)CC2)cc1,CCc1ccc(CCN2CCN(O)CC2)cc1,virtual,234.34,1.80,26.71,1,3,4
KIN001,KIN001-PG00030,pregenerated,CCOc1ccc(Nc2ncc(CO)cn2)c(OC)c1,CCOc1ccc(Nc2ncc(CO)cn2)c(OC)c1,virtual,275.31,2.12,76.50,2,6,6
KIN001,KIN001-PG00031,pregenerated,NCc1cnc(Nc2ccc(NC=O)cc2CO)nc1,NCc1cnc(Nc2ccc(NC=O)cc2CO)nc1,virtual,273.30,0.74,113.16,4,6,6
KIN001,KIN001-PG00032,pregenerated,CN1CCN(CCc2ccc(S)cc2)CC1,CN1CCN(CCc2ccc(S)cc2)CC1,virtual,236.38,1.77,6.48,1,3,3
KIN001,KIN001-PG00033,pregenerated,O=CNc1cc(CCO)ccc1C(=O)Nc1cccc(CCO)n1,O=CNc1cc(CCO)ccc1C(=O)Nc1cccc(CCO)n1,virtual,329.36,0.97,111.55,4,5,8
KIN001,KIN001-PG00034,pregenerated,Cc1cnc(Nc2ccc(O)cc2N)nc1,Cc1cnc(Nc2ccc(O)cc2N)nc1,virtual,216.24,1.82,84.06,3,5,2
KIN001,KIN001-PG00035,pregenerated,OCN1CCN(CCc2ccc(O)cc2)CC1,OCN1CCN(CCc2ccc(O)cc2)CC1,virtual,236.31,0.50,46.94,2,4,4
KIN001,KIN001-PG00036,pregenerated,OCCN1CCN(CCc2ccc(Br)cc2)CC1,OCCN1CCN(CCc2ccc(Br)cc2)CC1,virtual,313.24,1.60,26.71,1,3,5
KIN001,KIN001-PG00037,pregenerated,O=C(Nc1ccc(Cl)cc1C(F)(F)F)c1ccc(Br)cc1,O=C(Nc1ccc(Cl)cc1C(F)(F)F)c1ccc(Br)cc1,virtual,378.57,5.37,29.10,1,1,2
KIN001,KIN001-PG00038,pregenerated,O=C(Nc1cccc(Cl)n1)c1ccc(C(F)(F)F)cc1Br,O=C(Nc1cccc(Cl)n1)c1ccc(C(F)(F)F)cc1Br,virtual,379.56,4.77,41.99,1,2,2
KIN001,KIN001-PG00039,pregenerated,O=CNc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(C(F)(F)F)n1,O=CNc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(C(F)(F)F)n1,virtual,377.24,3.94,71.09,2,3,4
KIN001,KIN001-PG00040,pregenerated,Nc1ccc(NC(=O)c2ccc(F)cc2)c(O)c1,Nc1ccc(NC(=O)c2ccc(F)cc2)c(O)c1,virtual,246.24,2.37,75.35,3,3,2
KIN001,KIN001-PG00041,pregenerated,OCCc1ccc(Nc2ncc(Cl)cn2)c(Br)c1,OCCc1ccc(Nc2ncc(Cl)cn2)c(Br)c1,virtual,328.60,3.17,58.04,2,4,4
KIN001,KIN001-PG00042,pregenerated,OCN1CCN(CCc2ccc(F)cc2)CC1,OCN1CCN(CCc2ccc(F)cc2)CC1,virtual,238.31,0.94,26.71,1,3,4
KIN001,KIN001-PG00043,pregenerated,Nc1ccc(CCN2CCN(CO)CC2)cc1,Nc1ccc(CCN2CCN(CO)CC2)cc1,virtual,235.33,0.38,52.73,2,4,4
KIN001,KIN001-PG00044,pregenerated,COc1ccc(NC(=O)c2ccc(Cl)cc2)c(Cl)c1,COc1ccc(NC(=O)c2ccc(Cl)cc2)c(Cl)c1,virtual,296.15,4.25,38.33,1,2,3
KIN001,KIN001-PG00045,pregenerated,NCc1cccc(NC(=O)c2ccc(CCO)cc2S)n1,NCc1cccc(NC(=O)c2ccc(CCO)cc2S)n1,virtual,303.39,1.62,88.24,4,5,5
KIN001,KIN001-PG00046,pregenerated,Cc1cnc(Nc2ccc(F)cc2N)nc1,Cc1cnc(Nc2ccc(F)cc2N)nc1,virtual,218.23,2.25,63.83,2,4,2
KIN001,KIN001-PG00047,pregenerated,Nc1cccc(NC(=O)c2ccc(CCO)cc2O)n1,Nc1cccc(NC(=O)c2ccc(CCO)cc2O)n1,virtual,273.29,1.16,108.47,4,5,4
KIN001,KIN001-PG00048,pregenerated,CCc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,CCc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,virtual,361.28,5.54,29.10,1,1,3
KIN001,KIN001-PG00049,pregenerated,Nc1ccc(Nc2ncc(O)cn2)c(O)c1,Nc1ccc(Nc2ncc(O)cn2)c(O)c1,virtual,218.22,1.21,104.29,4,6,2
KIN001,KIN001-PG00050,pregenerated,O=C(Nc1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,virtual,300.57,4.90,29.10,1,1,2
KIN001,KIN001-PG00051,pregenerated,N#Cc1cc(Br)ccc1Nc1ncc(CCO)cn1,N#Cc1cc(Br)ccc1Nc1ncc(CCO)cn1,virtual,319.16,2.39,81.83,2,5,4
KIN001,KIN001-PG00052,pregenerated,COc1ccc(Nc2ncc(C(F)(F)F)cn2)c(C#N)c1,COc1ccc(Nc2ncc(C(F)(F)F)cn2)c(C#N)c1,virtual,294.24,3.12,70.83,1,5,3
KIN001,KIN001-PG00053,pregenerated,COc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2Br)n1,COc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2Br)n1,virtual,375.14,4.12,51.22,1,3,3
KIN001,KIN001-PG00054,pregenerated,Cc1cnc(Nc2ccc(O)cc2CO)nc1,Cc1cnc(Nc2ccc(O)cc2CO)nc1,virtual,231.25,1.73,78.27,3,5,3
KIN001,KIN001-PG00055,pregenerated,COc1ccc(NC(=O)c2ccc(Br)cc2)c(Cl)c1,COc1ccc(NC(=O)c2ccc(Br)cc2)c(Cl)c1,virtual,340.60,4.36,38.33,1,2,3
KIN001,KIN001-PG00056,pregenerated,Oc1ccc(CCN2CCN(O)CC2)cc1,Oc1ccc(CCN2CCN(O)CC2)cc1,virtual,222.29,0.94,46.94,2,4,3
KIN001,KIN001-PG00057,pregenerated,CCOc1cc(F)ccc1Nc1ncc(CCO)cn1,CCOc1cc(F)ccc1Nc1ncc(CCO)cn1,virtual,277.30,2.29,67.27,2,5,6
KIN001,KIN001-PG00058,pregenerated,CCN1CCN(CCc2ccc(OC=O)cc2)CC1,CCN1CCN(CCc2ccc(OC=O)cc2)CC1,virtual,262.35,1.40,32.78,0,4,6
KIN001,KIN001-PG00059,pregenerated,Cc1ccc(NC(=O)c2ccc(F)cc2)c(Cl)c1,Cc1ccc(NC(=O)c2ccc(F)cc2)c(Cl)c1,virtual,263.70,4.04,29.10,1,1,2
KIN001,KIN001-PG00060,pregenerated,CCc1ccc(C(=O)Nc2cccc(CC)n2)c(NC=O)c1,CCc1ccc(C(=O)Nc2cccc(CC)n2)c(NC=O)c1,virtual,297.36,3.03,71.09,2,3,6
KIN001,KIN001-PG00061,pregenerated,CCOc1ccc(CCN2CCN(C(F)(F)F)CC2)cc1,CCOc1ccc(CCN2CCN(C(F)(F)F)CC2)cc1,virtual,302.34,2.77,15.71,0,3,5
KIN001,KIN001-PG00062,pregenerated,CCc1ccc(C(=O)Nc2ccc(C)cc2CC)cc1,CCc1ccc(C(=O)Nc2ccc(C)cc2CC)cc1,virtual,267.37,4.37,29.10,1,1,4
KIN001,KIN001-PG00063,pregenerated,NN1CCN(CCc2ccc(O)cc2)CC1,NN1CCN(CCc2ccc(O)cc2)CC1,virtual,221.30,0.43,52.73,2,4,3
KIN001,KIN001-PG00064,pregenerated,CCc1cccc(NC(=O)c2ccc(CCO)cc2OC)n1,CCc1cccc(NC(=O)c2ccc(CCO)cc2OC)n1,virtual,300.36,2.44,71.45,2,4,6
KIN001,KIN001-PG00065,pregenerated,CCOc1ccc(C(=O)Nc2ccc(OC)cc2OC)cc1,CCOc1ccc(C(=O)Nc2ccc(OC)cc2OC)cc1,virtual,301.34,3.35,56.79,1,4,6
KIN001,KIN001-PG00066,pregenerated,COc1cc(CO)ccc1NC(=O)c1ccc(S)cc1,COc1cc(CO)ccc1NC(=O)c1ccc(S)cc1,virtual,289.36,2.73,58.56,3,4,4
KIN001,KIN001-PG00067,pregenerated,O=C(Nc1cccc(CO)n1)c1ccc(C(F)(F)F)cc1F,O=C(Nc1cccc(CO)n1)c1ccc(C(F)(F)F)cc1F,virtual,314.24,2.98,62.22,2,3,3
KIN001,KIN001-PG00068,pregenerated,N#Cc1cnc(Nc2ccc(CN)cc2O)nc1,N#Cc1cnc(Nc2ccc(CN)cc2O)nc1,virtual,241.25,1.26,107.85,3,6,3
KIN001,KIN001-PG00069,pregenerated,CCOc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,CCOc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,virtual,377.28,5.38,38.33,1,2,4
KIN001,KIN001-PG00070,pregenerated,O=C(Nc1cccc(O)n1)c1ccc(CO)cc1Br,O=C(Nc1cccc(O)n1)c1ccc(CO)cc1Br,virtual,323.15,2.29,82.45,3,4,3
KIN001,KIN001-PG00071,pregenerated,CCc1ccc(C(=O)Nc2ccc(CC)cc2C(F)(F)F)cc1,CCc1ccc(C(=O)Nc2ccc(CC)cc2C(F)(F)F)cc1,virtual,321.34,5.08,29.10,1,1,4
KIN001,KIN001-PG00072,pregenerated,CCOc1ccc(CCN2CCN(CC)CC2)cc1,CCOc1ccc(CCN2CCN(CC)CC2)cc1,virtual,262.40,2.27,15.71,0,3,6
KIN001,KIN001-PG00073,pregenerated,NCc1ccc(C(=O)Nc2cccc(CCO)n2)c(NC=O)c1,NCc1ccc(C(=O)Nc2cccc(CCO)n2)c(NC=O)c1,virtual,314.35,0.90,117.34,4,5,7
KIN001,KIN001-PG00074,pregenerated,CCN1CCN(CCc2ccc(NC=O)cc2)CC1,CCN1CCN(CCc2ccc(NC=O)cc2)CC1,virtual,261.37,1.43,35.58,1,3,6
KIN001,KIN001-PG00075,pregenerated,Cc1ccc(CCN2CCN(C)CC2)cc1,Cc1ccc(CCN2CCN(C)CC2)cc1,virtual,218.34,1.78,6.48,0,2,3
KIN001,KIN001-PG00076,pregenerated,ClN1CCN(CCc2ccc(Br)cc2)CC1,ClN1CCN(CCc2ccc(Br)cc2)CC1,virtual,303.63,2.76,6.48,0,2,3
KIN001,KIN001-PG00077,pregenerated,Cc1cnc(Nc2ccc(C)cc2C)nc1,Cc1cnc(Nc2ccc(C)cc2C)nc1,virtual,213.28,3.15,37.81,1,3,2
KIN001,KIN001-PG00078,pregenerated,CCOc1ccc(C(=O)Nc2ccc(CC)cc2CC)cc1,CCOc1ccc(C(=O)Nc2ccc(CC)cc2CC)cc1,virtual,297.40,4.46,38.33,1,2,6
KIN001,KIN001-PG00079,pregenerated,O=C(Nc1cccc(C(F)(F)F)n1)c1ccc(CCO)cc1Br,O=C(Nc1cccc(C(F)(F)F)n1)c1ccc(CCO)cc1Br,virtual,389.17,3.65,62.22,2,3,4
KIN001,KIN001-PG00080,pregenerated,CCOc1ccc(C(=O)Nc2ccc(Cl)cc2C)cc1,CCOc1ccc(C(=O)Nc2ccc(Cl)cc2C)cc1,virtual,289.76,4.30,38.33,1,2,4
KIN001,KIN001-PG00081,pregenerated,CCOc1ccc(Nc2ncc(CCO)cn2)c(CCO)c1,CCOc1ccc(Nc2ncc(CCO)cn2)c(CCO)c1,virtual,303.36,1.69,87.50,3,6,8
KIN001,KIN001-PG00082,pregenerated,Nc1cnc(Nc2ccc(N)cc2N)nc1,Nc1cnc(Nc2ccc(N)cc2N)nc1,virtual,216.25,0.97,115.87,4,6,2
KIN001,KIN001-PG00083,pregenerated,O=C(Nc1ccc(F)cc1F)c1ccc(Br)cc1,O=C(Nc1ccc(F)cc1F)c1ccc(Br)cc1,virtual,312.11,3.98,29.10,1,1,2
KIN001,KIN001-PG00084,pregenerated,CCOc1ccc(Nc2ncc(C#N)cn2)c(Cl)c1,CCOc1ccc(Nc2ncc(C#N)cn2)c(Cl)c1,virtual,274.71,3.14,70.83,1,5,4
KIN001,KIN001-PG00085,pregenerated,N#Cc1cc(N)ccc1NC(=O)c1ccc(OC=O)cc1,N#Cc1cc(N)ccc1NC(=O)c1ccc(OC=O)cc1,virtual,281.27,1.93,105.21,2,5,4
KIN001,KIN001-PG00086,pregenerated,N#CN1CCN(CCc2ccc(O)cc2)CC1,N#CN1CCN(CCc2ccc(O)cc2)CC1,virtual,231.30,1.03,50.50,1,4,3
KIN001,KIN001-PG00087,pregenerated,CCOc1cc(CO)ccc1C(=O)Nc1cccc(C(F)(F)F)n1,CCOc1cc(CO)ccc1C(=O)Nc1cccc(C(F)(F)F)n1,virtual,340.30,3.24,71.45,2,4,5
KIN001,KIN001-PG00088,pregenerated,COc1cc(CCO)ccc1Nc1ncc(CO)cn1,COc1cc(CCO)ccc1Nc1ncc(CO)cn1,virtual,275.31,1.26,87.50,3,6,6
KIN001,KIN001-PG00089,pregenerated,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(NC)cc1,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(NC)cc1,virtual,322.33,4.56,41.13,2,2,4
KIN001,KIN001-PG00090,pregenerated,COc1cnc(Nc2ccc(OC)cc2Br)nc1,COc1cnc(Nc2ccc(OC)cc2Br)nc1,virtual,310.15,3.00,56.27,1,5,4
KIN001,KIN001-PG00091,pregenerated,N#CN1CCN(CCc2ccc(S)cc2)CC1,N#CN1CCN(CCc2ccc(S)cc2)CC1,virtual,247.37,1.62,30.27,1,4,3
KIN001,KIN001-PG00092,pregenerated,CCc1ccc(C(=O)Nc2ccc(Cl)cc2F)cc1,CCc1ccc(C(=O)Nc2ccc(Cl)cc2F)cc1,virtual,277.73,4.29,29.10,1,1,3
KIN001,KIN001-PG00093,pregenerated,N#Cc1cnc(Nc2ccc(Br)cc2C(F)(F)F)nc1,N#Cc1cnc(Nc2ccc(Br)cc2C(F)(F)F)nc1,virtual,343.11,3.87,61.60,1,4,2
KIN001,KIN001-PG00094,pregenerated,CCc1ccc(NC(=O)c2ccc(OC)cc2)c(CCO)c1,CCc1ccc(NC(=O)c2ccc(OC)cc2)c(CCO)c1,virtual,299.37,3.04,58.56,2,3,6
KIN001,KIN001-PG00095,pregenerated,O=CNc1ccc(CCN2CCN(CO)CC2)cc1,O=CNc1ccc(CCN2CCN(CO)CC2)cc1,virtual,263.34,0.36,55.81,2,4,6
KIN001,KIN001-PG00096,pregenerated,CCc1cc(O)ccc1NC(=O)c1ccc(OC=O)cc1,CCc1cc(O)ccc1NC(=O)c1ccc(OC=O)cc1,virtual,285.30,2.74,75.63,2,4,5
KIN001,KIN001-PG00097,pregenerated,CCOc1ccc(C(=O)Nc2ccc(CCO)cc2CCO)cc1,CCOc1ccc(C(=O)Nc2ccc(CCO)cc2CCO)cc1,virtual,329.40,2.41,78.79,3,4,8
KIN001,KIN001-PG00098,pregenerated,N#Cc1ccc(NC(=O)c2ccc(O)cc2)c(C(F)(F)F)c1,N#Cc1ccc(NC(=O)c2ccc(O)cc2)c(C(F)(F)F)c1,virtual,306.24,3.53,73.12,2,3,2
KIN001,KIN001-PG00099,pregenerated,Oc1cc(F)ccc1Nc1ncc(C(F)(F)F)cn1,Oc1cc(F)ccc1Nc1ncc(C(F)(F)F)cn1,virtual,273.19,3.08,58.04,2,4,2
KIN001,KIN001-PG00100,pregenerated,Nc1cnc(Nc2ccc(Br)cc2F)nc1,Nc1cnc(Nc2ccc(Br)cc2F)nc1,virtual,283.10,2.70,63.83,2,4,2
KIN001,KIN001-PG00101,pregenerated,CN1CCN(CCc2ccc(N)cc2)CC1,CN1CCN(CCc2ccc(N)cc2)CC1,virtual,219.33,1.06,32.50,1,3,3
KIN001,KIN001-PG00102,pregenerated,CCOc1ccc(C(=O)Nc2ccc(C)cc2C)cc1,CCOc1ccc(C(=O)Nc2ccc(C)cc2C)cc1,virtual,269.34,3.95,38.33,1,2,4
KIN001,KIN001-PG00103,pregenerated,COc1ccc(C(=O)Nc2cccc(CO)n2)c(N)c1,COc1ccc(C(=O)Nc2cccc(CO)n2)c(N)c1,virtual,273.29,1.42,97.47,3,5,4
KIN001,KIN001-PG00104,pregenerated,COc1ccc(C(=O)Nc2ccc(CCO)cc2OC)cc1,COc1ccc(C(=O)Nc2ccc(CCO)cc2OC)cc1,virtual,301.34,2.49,67.79,2,4,6
KIN001,KIN001-PG00105,pregenerated,CCc1ccc(C(=O)Nc2ccc(F)cc2CC)cc1,CCc1ccc(C(=O)Nc2ccc(F)cc2CC)cc1,virtual,271.33,4.20,29.10,1,1,4
KIN001,KIN001-PG00106,pregenerated,CCOc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(CCO)n1,CCOc1cc(C(F)(F)F)ccc1C(=O)Nc1cccc(CCO)n1,virtual,354.33,3.29,71.45,2,4,6
KIN001,KIN001-PG00107,pregenerated,COc1cc(CCO)ccc1C(=O)Nc1cccc(CN)n1,COc1cc(CCO)ccc1C(=O)Nc1cccc(CN)n1,virtual,301.35,1.34,97.47,3,5,6
KIN001,KIN001-PG00108,pregenerated,CCc1ccc(CCN2CCN(CC)CC2)cc1,CCc1ccc(CCN2CCN(CC)CC2)cc1,virtual,246.40,2.43,6.48,0,2,5
KIN001,KIN001-PG00109,pregenerated,O=COc1ccc(Nc2ncc(Cl)cn2)c(CCO)c1,O=COc1ccc(Nc2ncc(Cl)cn2)c(CCO)c1,virtual,293.71,1.94,84.34,2,6,6
KIN001,KIN001-PG00110,pregenerated,O=CNc1ccc(Nc2ncc(O)cn2)c(CCO)c1,O=CNc1ccc(Nc2ncc(O)cn2)c(CCO)c1,virtual,274.28,1.03,107.37,4,6,6
KIN001,KIN001-PG00111,pregenerated,Nc1ccc(CCN2CCN(C(F)(F)F)CC2)cc1,Nc1ccc(CCN2CCN(C(F)(F)F)CC2)cc1,virtual,273.30,1.95,32.50,1,3,3
KIN001,KIN001-PG00112,pregenerated,O=CNc1ccc(Nc2ncc(CCO)cn2)c(CCO)c1,O=CNc1ccc(Nc2ncc(CCO)cn2)c(CCO)c1,virtual,302.33,0.86,107.37,4,6,8
KIN001,KIN001-PG00113,pregenerated,Cc1cnc(Nc2ccc(N)cc2O)nc1,Cc1cnc(Nc2ccc(N)cc2O)nc1,virtual,216.24,1.82,84.06,3,5,2
KIN001,KIN001-PG00114,pregenerated,CNc1ccc(CCN2CCN(CO)CC2)cc1,CNc1ccc(CCN2CCN(CO)CC2)cc1,virtual,249.36,0.84,38.74,2,4,5
KIN001,KIN001-PG00115,pregenerated,O=C(Nc1ccc(C(F)(F)F)cc1Cl)c1ccc(Br)cc1,O=C(Nc1ccc(C(F)(F)F)cc1Cl)c1ccc(Br)cc1,virtual,378.57,5.37,29.10,1,1,2
KIN001,KIN001-PG00116,pregenerated,O=C(Nc1cccc(C(F)(F)F)n1)c1ccc(Cl)cc1Br,O=C(Nc1cccc(C(F)(F)F)n1)c1ccc(Cl)cc1Br,virtual,379.56,4.77,41.99,1,2,2
KIN001,KIN001-PG00117,pregenerated,Cc1cnc(Nc2ccc(C#N)cc2O)nc1,Cc1cnc(Nc2ccc(C#N)cc2O)nc1,virtual,226.24,2.11,81.83,2,5,2
KIN001,KIN001-PG00118,pregenerated,O=CNc1ccc(C(=O)Nc2ccc(F)cc2C(F)(F)F)cc1,O=CNc1ccc(C(=O)Nc2ccc(F)cc2C(F)(F)F)cc1,virtual,326.25,3.67,58.20,2,2,4
KIN001,KIN001-PG00119,pregenerated,O=COc1ccc(CCN2CCN(F)CC2)cc1,O=COc1ccc(CCN2CCN(F)CC2)cc1,virtual,252.29,1.27,32.78,0,4,5
KIN001,KIN001-PG00120,pregenerated,NCN1CCN(CCc2ccc(O)cc2)CC1,NCN1CCN(CCc2ccc(O)cc2)CC1,virtual,235.33,0.47,52.73,2,4,4
KIN001,KIN001-PG00121,pregenerated,COc1cc(Cl)ccc1NC(=O)c1ccc(Cl)cc1,COc1cc(Cl)ccc1NC(=O)c1ccc(Cl)cc1,virtual,296.15,4.25,38.33,1,2,3
KIN001,KIN001-PG00122,pregenerated,O=C(Nc1cccc(CO)n1)c1ccc(CCO)cc1S,O=C(Nc1cccc(CO)n1)c1ccc(CCO)cc1S,virtual,304.37,1.65,82.45,4,5,5
KIN001,KIN001-PG00123,pregenerated,Cc1ccc(Nc2ncc(O)cn2)c(C)c1,Cc1ccc(Nc2ncc(O)cn2)c(C)c1,virtual,215.26,2.54,58.04,2,4,2
KIN001,KIN001-PG00124,pregenerated,Nc1cc(CO)ccc1C(=O)Nc1cccc(CO)n1,Nc1cc(CO)ccc1C(=O)Nc1cccc(CO)n1,virtual,273.29,0.90,108.47,4,5,4
KIN001,KIN001-PG00125,pregenerated,O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Cl)cc1,O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Cl)cc1,virtual,367.68,5.63,29.10,1,1,2
KIN001,KIN001-PG00126,pregenerated,Nc1cnc(Nc2ccc(O)cc2O)nc1,Nc1cnc(Nc2ccc(O)cc2O)nc1,virtual,218.22,1.21,104.29,4,6,2
